"","study_id","TREATMENT"
"5723","10.1007/s00572-009-0241-6"," yam-field soils"
"5724","10.1007/s00572-009-0241-6"," amf the"
"5725","10.1007/s00572-009-0241-6"," subsequent years"
"5726","10.1007/s00572-009-0241-6"," soil nutrient"
"5727","10.1007/s00572-009-0241-6"," wet-season soil"
"5728","10.1007/s00572-009-0241-6"," nonmycorrhizal controls"
"5729","10.1007/s00572-009-0241-6"," inoculation"
"5730","10.1007/s00442-009-1312-2","amf"
"5731","10.1007/s00442-009-1312-2"," low ig"
"5732","10.1007/s00442-009-1312-2"," as"
"5733","10.1007/s00442-009-1312-2"," ig"
"5734","10.1007/s00442-009-1312-2"," high"
"5735","10.1007/s00442-009-1312-2"," plants colonized colonized"
"5736","10.1007/s00442-009-1312-2"," low"
"5737","10.1007/s00442-009-1312-2"," low high constitutive"
"5738","10.1016/j.chemosphere.2009.02.008","amf the"
"5739","10.1016/j.chemosphere.2009.02.008"," amf inoculated"
"5740","10.1016/j.chemosphere.2009.02.008"," same soil"
"5741","10.1016/j.chemosphere.2009.02.008"," amf"
"5742","10.1016/j.chemosphere.2009.02.008"," visual"
"5743","10.1016/j.chemosphere.2009.02.008"," moderately"
"5744","10.1016/j.chemosphere.2009.02.008"," a combination"
"5745","10.1016/j.chemosphere.2009.02.008"," inoculation the"
"5746","10.1016/j.chemosphere.2009.02.008"," treatments"
"5747","10.1016/j.chemosphere.2009.02.008"," non-mycorrhizal"
"5748","10.1016/j.chemosphere.2009.02.008"," inoculated"
"5749","10.1016/j.chemosphere.2009.02.008"," fungi inoculation"
"5750","10.1016/j.chemosphere.2009.01.046","amf"
"5751","10.1016/j.chemosphere.2009.01.046"," cadmium cd"
"5752","10.1016/j.chemosphere.2009.01.046"," cd"
"5753","10.1016/j.chemosphere.2009.01.046"," bioremediation"
"5754","10.1016/j.chemosphere.2009.01.046"," cd less"
"5755","10.1016/j.chemosphere.2009.01.046"," cd more"
"5756","10.1016/j.chemosphere.2009.01.046"," mixed community"
"5757","10.1016/j.chemosphere.2009.01.046"," mixed inoculum"
"5758","10.1007/s00248-009-9489-9","the inoculation"
"5759","10.1007/s00248-009-9489-9"," the inoculum"
"5760","10.1007/s00248-009-9489-9"," soil microbial biomass"
"5761","10.1007/s00248-009-9489-9"," field-derived soils"
"5762","10.1007/s00248-009-9489-9"," soil-derived bacterium"
"5763","10.1007/s00248-009-9489-9"," pgpr"
"5764","10.1007/s00248-009-9489-9"," inoculum"
"5765","10.1007/s00442-009-1294-0","parasitism"
"5766","10.1007/s00442-009-1294-0"," amf time"
"5767","10.1007/s00442-009-1294-0"," aphids"
"5768","10.1007/s00442-009-1294-0"," amf inoculation"
"5769","10.1007/s00442-009-1294-0"," amf"
"5770","10.1007/s00442-009-1294-0"," eclosion"
"5771","10.1007/s00442-009-1294-0"," control"
"5772","10.1007/s00442-009-1294-0"," treatment"
"5773","10.1007/s00442-009-1294-0"," when infested"
"5774","10.1007/s00442-009-1294-0"," parasitoids"
"5775","10.1007/s00442-009-1294-0"," aphidius"
"5776","10.1007/s00442-009-1294-0"," the parasitoids"
"5777","10.1007/s00442-009-1294-0"," inoculation"
"5778","10.1016/j.envpol.2008.12.030","ectomycorrhizal"
"5779","10.1016/j.envpol.2008.12.030"," cd exposure"
"5780","10.1016/j.envpol.2008.12.030"," cd-adapted fungus"
"5781","10.1016/j.envpol.2008.12.030"," fr"
"5782","10.1016/j.envpol.2008.12.030"," cd"
"5783","10.1016/j.envpol.2008.12.030"," cd-sensitive"
"5784","10.1016/j.envpol.2008.12.030"," cd less"
"5785","10.1016/j.envpol.2008.12.030"," inoculated"
"5786","10.1016/j.envpol.2008.12.030"," cadmium"
"5787","10.1016/j.envpol.2008.12.030"," cadmium stress"
"5788","10.1080/15226510802378483","combination"
"5789","10.1080/15226510802378483"," inoculation combination"
"5790","10.1080/15226510802378483"," cd zn"
"5791","10.1080/15226510802378483"," dual inoculation the"
"5792","10.1080/15226510802378483"," cadmium cd"
"5793","10.1080/15226510802378483"," inoculation combination up"
"5794","10.1080/15226510802378483"," dual inoculation"
"5795","10.1080/15226510802378483"," accumulation the total cadmium cd"
"5796","10.1007/s00572-009-0230-9","non-contaminated soils"
"5797","10.1007/s00572-009-0230-9"," am fungal"
"5798","10.1007/s00572-009-0230-9"," nodulating rhizobacteria"
"5799","10.1007/s00572-009-0230-9"," cd zn"
"5800","10.1007/s00572-009-0230-9"," am inoculation"
"5801","10.1007/s00572-009-0230-9"," non-mycorrhizal treatment"
"5802","10.1007/s00572-009-0230-9"," cd"
"5803","10.1007/s00572-009-0230-9"," more cd zn"
"5804","10.1007/s00572-009-0230-9"," leachates"
"5805","10.1007/s00572-009-0230-9"," rhizobacteria"
"5806","10.1007/s00572-009-0230-9"," fungal treatments"
"5807","10.1007/s00572-009-0230-9"," am fungi"
"5808","10.1016/j.envpol.2008.12.022","non-mycorrhizal"
"5809","10.1016/j.envpol.2008.12.022"," non-mycorrhizal controls"
"5810","10.1016/j.envpol.2008.12.022"," inoculation"
"5811","10.1016/j.envpol.2008.12.022"," mycorrhizal inoculation"
"5812","10.1007/s00572-009-0228-3","inoculated plants"
"5813","10.1007/s00572-009-0228-3"," ectomycorrhizal"
"5814","10.1007/s00572-009-0228-3"," taqman(r"
"5815","10.1007/s00572-009-0228-3"," inoculated strain"
"5816","10.1007/s00572-009-0228-3"," transplantation"
"5817","10.1007/s00442-008-1192-x","amf the treatment particular"
"5818","10.1007/s00442-008-1192-x"," amf"
"5819","10.1007/s00442-008-1192-x"," same treatments"
"5820","10.1007/s00442-008-1192-x"," single plants"
"5821","10.1007/s00442-008-1192-x"," amf treatment"
"5822","10.1007/s00442-008-1192-x"," amf interactions"
"5823","10.1007/s00442-008-1192-x"," the treatment"
"5824","10.1007/s00442-008-1192-x"," a treatment combination"
"5825","10.1007/s00442-008-1192-x"," non-inoculated"
"5826","10.1890/07-1394.1","four grass"
"5827","10.1890/07-1394.1"," the inoculum fert"
"5828","10.1890/07-1394.1"," mycorrhizal fungi"
"5829","10.1890/07-1394.1"," fertilized fert unfertilized"
"5830","10.1890/07-1394.1"," ambient soil fertility"
"5831","10.1890/07-1394.1"," mycorrhizal fungal"
"5832","10.1890/07-1394.1"," other factors"
"5833","10.1890/07-1394.1"," three species"
"5834","10.1890/07-1394.1"," fertilized unfertilized"
"5835","10.1890/07-1394.1"," inoculated"
"5836","10.1139/w08-081","inoculant fertilizer interactions"
"5837","10.1139/w08-081"," till no-till"
"5838","10.1139/w08-081"," combination"
"5839","10.1139/w08-081"," tillage"
"5840","10.1139/w08-081"," amf"
"5841","10.1139/w08-081"," fertilizer"
"5842","10.1139/w08-081"," soil nutrient"
"5843","10.1139/w08-081"," fertilization regimes litter"
"5844","10.1139/w08-081"," conventional"
"5845","10.1139/w08-081"," pgpr"
"5846","10.1139/w08-081"," control group"
"5847","10.1139/w08-081"," integrated nutrient"
"5848","10.1139/w08-081"," ammonium"
"5849","10.1139/w08-081"," inoculant fertilizer"
"5850","10.1007/s00572-008-0203-4","inoculated when"
"5851","10.1007/s00572-008-0203-4"," water stress"
"5852","10.1007/s00572-008-0203-4"," amf compatible"
"5853","10.1007/s00572-008-0203-4"," amf"
"5854","10.1007/s00572-008-0203-4"," inoculum"
"5855","10.1007/s00572-008-0203-4"," three amf"
"5856","10.1016/s1001-0742(08)62121-x","pb treatments"
"5857","10.1016/s1001-0742(08)62121-x"," pb the"
"5858","10.1016/s1001-0742(08)62121-x"," soil levels control 300"
"5859","10.1016/s1001-0742(08)62121-x"," soil metal lead"
"5860","10.1016/s1001-0742(08)62121-x"," pb levels"
"5861","10.1016/s1001-0742(08)62121-x"," mycorrhizae"
"5862","10.1016/s1001-0742(08)62121-x"," pb"
"5863","10.1016/s1001-0742(08)62121-x"," mycorrhizal inoculum"
"5864","10.1016/s1001-0742(08)62121-x"," ambient soil"
"5865","10.1111/j.1574-6968.2008.01318.x","pgpr sbw25 pb177"
"5866","10.1111/j.1574-6968.2008.01318.x"," same am fungus"
"5867","10.1111/j.1574-6968.2008.01318.x"," single inoculation"
"5868","10.1111/j.1574-6968.2008.01318.x"," same bacteria"
"5869","10.1111/j.1574-6968.2008.01318.x"," pathogenic fungus"
"5870","10.1111/j.1574-6968.2008.01318.x"," am fungi"
"5871","10.1016/j.ecoenv.2008.01.027","chlorate"
"5872","10.1016/j.ecoenv.2008.01.027"," chlorate stress"
"5873","10.1007/s00572-008-0178-1","combinations these compatible"
"5874","10.1007/s00572-008-0178-1"," combinations treatment"
"5875","10.1007/s00572-008-0178-1"," effective host/am fungus combinations"
"5876","10.1007/s00572-008-0178-1"," am fungal"
"5877","10.1007/s00572-008-0178-1"," sg"
"5878","10.1007/s00572-008-0178-1"," an"
"5879","10.1016/j.chemosphere.2008.03.040","amf plants"
"5880","10.1016/j.chemosphere.2008.03.040"," amf"
"5881","10.1016/j.chemosphere.2008.03.040"," as"
"5882","10.1016/j.chemosphere.2008.03.040"," amf mosseae"
"5883","10.1016/j.chemosphere.2008.03.040"," arsenic"
"5884","10.3852/mycologia.100.1.6","treatments inoculum propagated"
"5885","10.3852/mycologia.100.1.6"," amf"
"5886","10.3852/mycologia.100.1.6"," uninoculated control"
"5887","10.3852/mycologia.100.1.6"," combination"
"5888","10.3852/mycologia.100.1.6"," the inoculum"
"5889","10.3852/mycologia.100.1.6"," four inoculation"
"5890","10.3852/mycologia.100.1.6"," inoculation treatments"
"5891","10.3852/mycologia.100.1.6"," inoculation"
"5892","10.3852/mycologia.100.1.6"," treatments all"
"5893","10.3852/mycologia.100.1.6"," mycorrhizal inoculation"
"5894","10.1890/07-0823.1","parasitism"
"5895","10.1890/07-0823.1"," ectomycorrhizal"
"5896","10.1890/07-0823.1"," continuous nature"
"5897","10.1890/07-0823.1"," control"
"5898","10.1890/07-0823.1"," phosphorus levels"
"5899","10.1890/07-0823.1"," when inoculated regardless"
"5900","10.1890/07-0823.1"," when inoculated"
"5901","10.1890/07-0823.1"," inoculated"
"5902","10.1016/j.scitotenv.2008.02.003","mycorrhizal treatment"
"5903","10.1016/j.scitotenv.2008.02.003"," the treatments"
"5904","10.1016/j.scitotenv.2008.02.003"," am inoculation"
"5905","10.1016/j.scitotenv.2008.02.003"," addition together"
"5906","10.1016/j.scitotenv.2008.02.003"," amendment"
"5907","10.1016/j.scitotenv.2008.02.003"," non-ionic surfactant"
"5908","10.1016/j.envpol.2008.01.003","low-p"
"5909","10.1016/j.envpol.2008.01.003"," am fungus"
"5910","10.1016/j.envpol.2008.01.003"," as"
"5911","10.1016/j.envpol.2008.01.003"," uninoculated plants"
"5912","10.1016/j.envpol.2008.01.003"," mycorrhizal inoculation"
"5913","10.1055/s-2007-964963","control plants"
"5914","10.1055/s-2007-964963"," treatments"
"5915","10.1055/s-2007-964963"," am"
"5916","10.1055/s-2007-964963"," single monoterpene"
"5917","10.1055/s-2007-964963"," rhizospheric microorganisms"
"5918","10.1055/s-2007-964963"," inoculated plants"
"5919","10.1055/s-2007-964963"," am inoculation"
"5920","10.1055/s-2007-964963"," without bacteria"
"5921","10.1055/s-2007-964963"," this treatment"
"5922","10.1055/s-2007-964963"," pre-concentration chromatography"
"5923","10.1055/s-2007-964963"," am fungi"
"5924","10.1055/s-2007-964963"," voc"
"5925","10.1055/s-2007-964963"," non-inoculated"
"5926","10.1016/j.biortech.2007.11.059","hemp reed"
"5927","10.1016/j.biortech.2007.11.059"," compost amendment"
"5928","10.1016/j.biortech.2007.11.059"," amf"
"5929","10.1016/j.biortech.2007.11.059"," microbial inoculation"
"5930","10.1016/j.biortech.2007.11.059"," pgpr"
"5931","10.1016/s1001-0742(07)60203-4","non-mycorrhizal zero-p"
"5932","10.1016/s1001-0742(07)60203-4"," zero-p treatments"
"5933","10.1016/s1001-0742(07)60203-4"," am"
"5934","10.1016/s1001-0742(07)60203-4"," phosphorus addition soil"
"5935","10.1016/s1001-0742(07)60203-4"," am fungal"
"5936","10.1016/s1001-0742(07)60203-4"," as"
"5937","10.1016/s1001-0742(07)60203-4"," low p soil"
"5938","10.1016/s1001-0742(07)60203-4"," addition non-mycorrhizal controls"
"5939","10.1016/s1001-0742(07)60203-4"," p addition"
"5940","10.1016/s1001-0742(07)60203-4"," cu"
"5941","10.1016/s1001-0742(07)60203-4"," inoculation"
"5942","10.1016/s1001-0742(07)60203-4"," am plants"
"5943","10.1016/s1001-0742(07)60203-4"," arsenic as"
"5944","10.1016/s1001-0742(07)60203-4"," arsenic"
"5945","10.1016/j.jenvrad.2007.10.007","soil amendment"
"5946","10.1016/j.jenvrad.2007.10.007"," am fungus"
"5947","10.1016/j.jenvrad.2007.10.007"," uncontaminated soil"
"5948","10.1016/j.jenvrad.2007.10.007"," am fungi"
"5949","10.1016/j.jenvrad.2007.10.007"," inoculation intraradices"
"5950","10.1016/j.envpol.2007.10.023","as"
"5951","10.1016/j.envpol.2007.10.023"," am inoculation"
"5952","10.1016/j.envpol.2007.10.023"," an arsenic as"
"5953","10.1016/j.envpol.2007.10.023"," nylon mesh"
"5954","10.1016/j.envpol.2007.10.023"," am fungi"
"5955","10.1016/j.envpol.2007.10.023"," arsenic as"
"5956","10.1016/j.envpol.2007.10.023"," mycorrhizal inoculation"
"5957","10.1111/j.1365-2672.2007.03296.x","am spores"
"5958","10.1111/j.1365-2672.2007.03296.x"," high am fungal"
"5959","10.1111/j.1365-2672.2007.03296.x"," control"
"5960","10.1111/j.1365-2672.2007.03296.x"," the n'fis valley atlas"
"5961","10.1111/j.1365-2672.2007.03296.x"," without"
"5962","10.1111/j.1365-2672.2007.03296.x"," microbial inoculation"
"5963","10.1111/j.1365-2672.2007.03296.x"," sterilized soil"
"5964","10.1111/j.1365-2672.2007.03296.x"," inoculation"
"5965","10.1111/j.1365-2672.2007.03296.x"," am fungi"
"5966","10.1111/j.1365-2672.2007.03296.x"," these mycorrhizae"
"5967","10.1016/j.wasman.2007.05.008","control plants"
"5968","10.1016/j.wasman.2007.05.008"," inoculated plants"
"5969","10.1016/j.wasman.2007.05.008"," gerd"
"5970","10.1016/j.wasman.2007.05.008"," the main by-product"
"5971","10.1016/j.wasman.2007.05.008"," microbiological physical"
"5972","10.1016/j.wasman.2007.05.008"," mycorrhizal inoculations"
"5973","10.1016/j.wasman.2007.05.008"," in combination"
"5974","10.1016/j.wasman.2007.05.008"," dom"
"5975","10.1016/j.wasman.2007.05.008"," drip irrigation"
"5976","10.1016/j.wasman.2007.05.008"," mycorrhizal inoculation"
"5977","10.1016/j.envpol.2007.04.005","am"
"5978","10.1016/j.envpol.2007.04.005"," am inoculation"
"5979","10.1016/j.envpol.2007.04.005"," combined am inoculation"
"5980","10.1016/j.envpol.2007.04.005"," ddt"
"5981","10.1016/j.envpol.2007.04.005"," the combination"
"5982","10.1016/j.envpol.2007.04.005"," non-ionic surfactant"
"5983","10.1016/j.envpol.2007.04.002","am root"
"5984","10.1016/j.envpol.2007.04.002"," uninoculated plants"
"5985","10.1016/j.envpol.2007.04.002"," am fungi"
"5986","10.1016/j.jenvrad.2007.04.001","se added"
"5987","10.1016/j.jenvrad.2007.04.001"," unplanted soil"
"5988","10.1016/j.jenvrad.2007.04.001"," se"
"5989","10.1016/j.jenvrad.2007.04.001"," selenium"
"5990","10.1016/j.jenvrad.2007.04.001"," selenate"
"5991","10.1016/j.jenvrad.2007.04.001"," inoculation"
"5992","10.1016/j.jenvrad.2007.04.001"," fungus inoculated"
"5993","10.1016/j.jenvrad.2007.04.001"," mycorrhizal inoculation"
"5994","10.1007/s10646-007-0149-x","emab"
"5995","10.1007/s10646-007-0149-x"," co-inoculation"
"5996","10.1007/s10646-007-0149-x"," treatment additional"
"5997","10.1007/s10646-007-0149-x"," when co-inoculated"
"5998","10.1007/s10646-007-0149-x"," emab co-inoculated"
"5999","10.1007/s10646-007-0149-x"," emab specificity"
"6000","10.1007/s10646-007-0149-x"," treatment"
"6001","10.1007/s10646-007-0149-x"," fungal bacterial"
"6002","10.1007/s10646-007-0149-x"," dual inoculation"
"6003","10.1007/s10646-007-0149-x"," cd(ii)-polluted soil"
"6004","10.1007/s10646-007-0149-x"," species-specific co-inoculation"
"6005","10.1007/s10646-007-0149-x"," inoculated"
"6006","10.1007/s10646-007-0149-x"," alone"
"6007","10.2134/jeq2006.0260","unplanted control"
"6008","10.2134/jeq2006.0260"," uncolonized"
"6009","10.2134/jeq2006.0260"," the treatment diesel-contaminated/uncolonized"
"6010","10.2134/jeq2006.0260"," the uncolonized treatment"
"6011","10.2134/jeq2006.0260"," ecm"
"6012","10.2134/jeq2006.0260"," diesel-contaminated treatment"
"6013","10.2134/jeq2006.0260"," uncolonized treatment"
"6014","10.2134/jeq2006.0260"," tph"
"6015","10.2134/jeq2006.0260"," the treatment diesel-contaminated/ecm-colonized"
"6016","10.2134/jeq2006.0260"," ectomycorrhizal (ecm) ecm"
"6017","10.2134/jeq2006.0260"," planted treatments"
"6018","10.2134/jeq2006.0260"," inoculum"
"6019","10.2134/jeq2006.0260"," treatment diesel-contaminated/uncolonized"
"6020","10.2134/jeq2006.0260"," colonized treatment"
"6021","10.2134/jeq2006.0260"," ecm the"
"6022","10.2134/jeq2006.0260"," treatment diesel-contaminated/ecm-colonized"
"6023","10.2134/jeq2006.0260"," the colonized treatment"
"6024","10.1016/j.envpol.2007.03.015","combination"
"6025","10.1016/j.envpol.2007.03.015"," same conditions"
"6026","10.1016/j.envpol.2007.03.015"," non-amended"
"6027","10.1016/j.envpol.2007.03.015"," inoculation"
"6028","10.1016/j.envpol.2007.03.015"," compost"
"6029","10.1016/j.chemosphere.2007.02.068","inoculation"
"6030","10.1016/j.chemosphere.2007.02.068"," levels kg(-1"
"6031","10.1016/j.chemosphere.2007.02.068"," am fungi"
"6032","10.1016/j.chemosphere.2007.02.068"," la application"
"6033","10.3923/pjbs.2007.1491.1495","irrigation"
"6034","10.3923/pjbs.2007.1491.1495"," amf"
"6035","10.3923/pjbs.2007.1491.1495"," sterilized non-sterilized"
"6036","10.3923/pjbs.2007.1491.1495"," three"
"6037","10.3923/pjbs.2007.1491.1495"," sterilized soil"
"6038","10.3923/pjbs.2007.1491.1495"," inoculation"
"6039","10.3923/pjbs.2007.1491.1495"," irrigation"
"6040","10.1007/s00248-007-9239-9","control plants"
"6041","10.1007/s00248-007-9239-9"," salinity levels"
"6042","10.1007/s00248-007-9239-9"," uninoculated plants"
"6043","10.1007/s00248-007-9239-9"," salt stress"
"6044","10.1007/s00248-007-9239-9"," cu"
"6045","10.1007/s00248-007-9239-9"," salinity"
"6046","10.1007/s00248-007-9239-9"," am-inoculated"
"6047",NA,"amf combinations"
"6048",NA," inoculate"
"6049",NA," gm gm treatments"
"6050",NA," amf"
"6051",NA," treatments"
"6052",NA," infected"
"6053",NA," amf different combinations"
"6054",NA," gv gm gm treatments"
"6055",NA," treatments gm + gv and gv + gi,"
"6056",NA," the control"
"6057","10.1055/s-2006-955946","sterile cultures"
"6058","10.1055/s-2006-955946"," piloderma"
"6059","10.1055/s-2006-955946"," mycorrhizae"
"6060","10.1055/s-2006-955946"," non-mycorrhizal"
"6061",NA,"soil microbial communities"
"6062",NA," inoculation treatments"
"6063",NA," unsterilized"
"6064",NA," amf"
"6065","10.1007/s00248-006-9078-0","co-inoculation"
"6066","10.1007/s00248-006-9078-0"," intraradices-colonized"
"6067","10.1007/s00248-006-9078-0"," bacillus"
"6068","10.1007/s00248-006-9078-0"," noninoculated"
"6069","10.1007/s00248-006-9078-0"," am fungus"
"6070","10.1007/s00248-006-9078-0"," water"
"6071","10.1007/s00248-006-9078-0"," co-inoculation"
"6072","10.1007/s00248-006-9078-0"," autochthonous microorganisms"
"6073","10.1007/s00248-006-9078-0"," drought"
"6074","10.1007/s00248-006-9078-0"," plants colonized colonized"
"6075","10.1007/s00248-006-9078-0"," microbial inoculations"
"6076","10.1007/s00248-006-9078-0"," inoculated"
"6077","10.1007/s00248-006-9078-0"," inoculation"
"6078","10.1007/s00248-006-9078-0"," these inoculants depleted soil water"
"6079","10.1016/j.envpol.2006.08.005","control combined"
"6080","10.1016/j.envpol.2006.08.005"," shoot cu zn pb higher uptake"
"6081","10.1016/j.envpol.2006.08.005"," treatments"
"6082","10.1016/j.envpol.2006.08.005"," inoculation control"
"6083","10.1016/j.envpol.2006.08.005"," microbial inoculation"
"6084","10.1016/j.envpol.2006.08.005"," the inoculation inoculation control combined"
"6085","10.1016/j.envpol.2006.08.005"," the inoculation control"
"6086","10.1016/j.envpol.2006.08.005"," shoot enhanced cu zn pb affect"
"6087","10.1016/j.envpol.2006.08.005"," cd"
"6088","10.1016/j.envpol.2006.08.005"," cu pb"
"6089","10.1016/j.envpol.2006.08.005"," cu"
"6090","10.1016/j.envpol.2006.08.005"," pb"
"6091","10.1016/j.envpol.2006.08.005"," microbial inocula"
"6092","10.1016/j.envpol.2006.08.005"," a consortium"
"6093","10.1016/j.envpol.2006.08.005"," alone"
"6094","10.1016/j.scitotenv.2006.07.008","cdcl(2 amendment"
"6095","10.1016/j.scitotenv.2006.07.008"," inoculated"
"6096","10.1016/j.scitotenv.2006.07.008"," cd"
"6097","10.1016/j.scitotenv.2006.07.008"," am colonisation"
"6098","10.1016/j.scitotenv.2006.07.008"," bioremediation"
"6099","10.1016/j.scitotenv.2006.07.008"," fluorescent pseudomonad inoculation"
"6100","10.1016/j.scitotenv.2006.07.008"," the control"
"6101","10.1016/j.envpol.2006.06.029","amf"
"6102","10.1016/j.envpol.2006.06.029"," the inoculation"
"6103","10.1016/j.envpol.2006.06.029"," amf metal tolerant"
"6104","10.1016/j.envpol.2006.06.029"," a non-contaminated matrix"
"6105","10.1016/j.envpol.2006.06.029"," autometallography"
"6106","10.1016/j.envpol.2006.06.029"," inoculation"
"6107","10.1016/j.envpol.2006.06.029"," inoculated"
"6108","10.1016/j.chemosphere.2006.07.007","immobilisation"
"6109","10.1016/j.chemosphere.2006.07.007"," erm"
"6110","10.1016/j.chemosphere.2006.07.007"," cd immobilisation"
"6111","10.1016/j.chemosphere.2006.07.007"," am"
"6112","10.1016/j.chemosphere.2006.07.007"," the non-mycorrhizal am fungus"
"6113","10.1016/j.chemosphere.2006.07.007"," immobilisation cd"
"6114","10.1016/j.chemosphere.2006.07.007"," non-mycorrhizal inoculated"
"6115","10.1016/j.chemosphere.2006.07.007"," cd"
"6116","10.1016/j.chemosphere.2006.07.007"," non-mycorrhizal inoculated intraradices"
"6117","10.1016/j.chemosphere.2006.07.007"," the erm"
"6118","10.1016/j.jhazmat.2006.05.012","inoculation"
"6119","10.1016/j.jhazmat.2006.05.012"," mycorrhizal fungi"
"6120","10.1016/j.jhazmat.2006.05.012"," mycorrhizal inoculation"
"6121","10.2134/jeq2005.0271","mycorrhizae biosurfactant"
"6122","10.2134/jeq2005.0271"," treatment"
"6123","10.2134/jeq2005.0271"," mycorrhizae"
"6124","10.2134/jeq2005.0271"," mycorrhizal inoculation"
"6125","10.1128/aem.63.11.4408-4412.1997","added rp the"
"6126","10.1128/aem.63.11.4408-4412.1997"," am fungus"
"6127","10.1128/aem.63.11.4408-4412.1997"," rhizobacteria these"
"6128","10.1128/aem.63.11.4408-4412.1997"," am"
"6129","10.1128/aem.63.11.4408-4412.1997"," comparable controls"
"6130","10.1128/aem.63.11.4408-4412.1997"," sources added rp the"
"6131","10.1128/aem.63.11.4408-4412.1997"," dually inoculated plants"
"6132","10.1128/aem.63.11.4408-4412.1997"," rp"
"6133","10.1128/aem.63.11.4408-4412.1997"," phosphate ions"
"6134","10.1128/aem.63.11.4408-4412.1997"," am plants"
"6135","10.1128/aem.63.11.4408-4412.1997"," microbial inocula"
"6136","10.1128/aem.63.11.4408-4412.1997"," mycorrhiza helper bacteria"
"6137","10.1128/aem.63.11.4408-4412.1997"," dual inoculation"
"6138","10.1128/aem.63.11.4408-4412.1997"," inoculated rhizobacteria"
"6139","10.1007/s10653-005-9020-2","inoculated plants"
"6140","10.1007/s10653-005-9020-2"," with without inoculation"
"6141","10.1007/s10653-005-9020-2"," non-mycorrhizal controls"
"6142","10.1007/s10653-005-9020-2"," am inoculation"
"6143","10.1007/s10653-005-9020-2"," cadmium"
"6144","10.1007/s10653-005-9020-2"," soil cadmium"
"6145","10.1007/s10653-005-9020-2"," cd"
"6146","10.1007/s10653-005-9020-2"," sterilized soil"
"6147","10.1007/s10653-005-9020-2"," mycorrhizal inoculation"
"6148","10.1016/j.chemosphere.2006.01.034","nm"
"6149","10.1016/j.chemosphere.2006.01.034"," amf"
"6150","10.1016/j.chemosphere.2006.01.034"," nm treatments"
"6151","10.1016/j.chemosphere.2006.01.034"," nm gm treatments"
"6152","10.1016/j.chemosphere.2006.01.034"," absence presence"
"6153","10.1016/j.chemosphere.2006.01.034"," fungicide"
"6154","10.1016/j.chemosphere.2006.01.034"," gm treatments"
"6155","10.1016/j.chemosphere.2006.01.034"," apx"
"6156","10.1016/j.chemosphere.2006.01.034"," inoculation"
"6157","10.1016/j.chemosphere.2006.01.034"," non-mycorrhizal"
"6158","10.1016/j.chemosphere.2006.01.034"," gm"
"6159","10.1111/j.1365-2672.2005.02804.x","cd mo"
"6160","10.1111/j.1365-2672.2005.02804.x"," zn-adapted bacteria"
"6161","10.1111/j.1365-2672.2005.02804.x"," zn-nonadapted"
"6162","10.1111/j.1365-2672.2005.02804.x"," autochthonous strain"
"6163","10.1111/j.1365-2672.2005.02804.x"," cd cu mo fe"
"6164","10.1111/j.1365-2672.2005.02804.x"," cd cu"
"6165","10.1111/j.1365-2672.2005.02804.x"," inocula"
"6166","10.1111/j.1365-2672.2005.02804.x"," inoculum"
"6167","10.1111/j.1365-2672.2005.02804.x"," zn-adapted isolates"
"6168","10.1055/s-2005-872972","mr soils"
"6169","10.1055/s-2005-872972"," combined stresses"
"6170","10.1055/s-2005-872972"," a mixture"
"6171","10.1055/s-2005-872972"," mixture ambient twice ozone"
"6172","10.1055/s-2005-872972"," mr soil"
"6173","10.1055/s-2005-872972"," treatment o3"
"6174","10.1055/s-2005-872972"," combined treatment"
"6175","10.1055/s-2005-872972"," inoculated"
"6176","10.1055/s-2005-872972"," sole"
"6177","10.1055/s-2005-872972"," the treatment o3"
"6178","10.1007/s00572-005-0022-9","ectomycorrhizal"
"6179","10.1007/s00572-005-0022-9"," three sites"
"6180","10.1007/s00572-005-0022-9"," fine-root ectomycorrhizal"
"6181","10.1007/s00572-005-0022-9"," drought"
"6182","10.1007/s00572-005-0022-9"," severe drought"
"6183","10.1007/s00572-005-0022-9"," seasons years"
"6184","10.1007/s00572-005-0022-9"," a severe drought"
"6185","10.1007/s00572-005-0022-9"," wet dry"
"6186","10.1007/s00572-005-0020-y","snell dick sp. isolated"
"6187","10.1007/s00572-005-0020-y"," three mycorrhizal fungi"
"6188","10.1007/s00572-005-0020-y"," water stress"
"6189","10.1007/s00572-005-0020-y"," the inoculation"
"6190","10.1007/s00572-005-0020-y"," three basidiomycete"
"6191","10.1007/s00572-005-0020-y"," nacl"
"6192","10.1111/j.1469-8137.2005.01490.x","increase inoculation"
"6193","10.1111/j.1469-8137.2005.01490.x"," soil disturbance"
"6194","10.1111/j.1469-8137.2005.01490.x"," soil p"
"6195","10.1111/j.1469-8137.2005.01490.x"," shortened fallow"
"6196","10.1111/j.1469-8137.2005.01490.x"," inoculation"
"6197","10.1007/s00572-005-0018-5","more one-third"
"6198","10.1007/s00572-005-0018-5"," amf"
"6199","10.1017/s0953756205002832","soil inoculation"
"6200","10.1017/s0953756205002832"," am"
"6201","10.1017/s0953756205002832"," inoculating"
"6202","10.1017/s0953756205002832"," the absence of"
"6203","10.1017/s0953756205002832"," am fungi"
"6204","10.1007/s00572-005-0003-z","inoculated when"
"6205","10.1007/s00572-005-0003-z"," cultivar-inoculum"
