"","study_id","INOCTYPE"
"1295","10.1093/femsec/fiy092"," plant growth-promoting bacteria"
"1296","10.1093/femsec/fiy092"," bacillus iam"
"1297","10.1093/femsec/fiy092"," arbuscular mycorrhiza fungi (amf)"
"1298","10.1093/femsec/fiy092"," strain iam"
"1299","10.1093/femsec/fiy092"," bacterial fungal"
"1300","10.1093/femsec/fiy092"," iam 12077"
"1301","10.1093/femsec/fiy092"," the strain iam"
"1302","10.1093/femsec/fiy092"," native bacteria"
"1303","10.1093/femsec/fiy092"," thuringiensis iam"
"1304","10.1016/j.envpol.2018.04.138","mosseae etunicatum f.  "
"1305","10.1016/j.envpol.2018.04.138"," funneliformis mosseae etunicatum"
"1306","10.1016/j.envpol.2018.04.138"," funneliformis mosseae"
"1307","10.1016/j.envpol.2018.04.138"," mosseae etunicatum  "
"1308","10.1016/j.envpol.2018.04.138"," arbuscular mycorrhizal fungi (amf)"
"1309","10.1016/j.envpol.2018.04.138"," claroideoglomus etunicatum"
"1310","10.1016/j.envpol.2018.04.138"," mosseae claroideoglomus etunicatum"
"1311","10.1016/j.ecoenv.2018.03.073","rhizophagus irregularis"
"1312","10.1016/j.ecoenv.2018.03.073"," arbuscular mycorrhizal (am)"
"1313","10.1016/j.ecoenv.2018.03.073"," fungus"
"1314","10.7717/peerj.4425","amf inoculation"
"1315","10.7717/peerj.4425"," kanlow kan"
"1316","10.7717/peerj.4425"," arbuscular mycorrhizal fungi (amf)"
"1317","10.1007/s00572-018-0826-z","amf inoculation"
"1318","10.1007/s00572-018-0826-z"," funneliformis mosseae"
"1319","10.1007/s00572-018-0826-z"," mosseae f."
"1320","10.1007/s00572-018-0826-z"," arbuscular mycorrhizal fungi (amf)"
"1321","10.1007/s00572-018-0826-z"," cadophora"
"1322","10.1007/s00572-018-0826-z"," dse inoculation"
"1323","10.1007/s11356-018-1533-1","rhizophagus clarus"
"1324","10.1007/s11356-018-1533-1"," addition rhizophagus clarus"
"1325","10.3389/fpls.2018.00093","amf inoculation"
"1326","10.3389/fpls.2018.00093"," arbuscular mycorrhizal fungi (amf)"
"1327","10.1016/j.scitotenv.2018.01.331","arbuscular mycorrhizal (am)"
"1328","10.1016/j.scitotenv.2018.01.331"," fungal inoculations"
"1329","10.1016/j.scitotenv.2018.01.331"," funneliformis mosseae"
"1330","10.1016/j.scitotenv.2018.01.331"," f. caledonium fc"
"1331","10.1016/j.scitotenv.2018.01.331"," inoculation funneliformis mosseae fm"
"1332","10.1590/0001-3765201820160189","glomus"
"1333","10.1590/0001-3765201820160189"," arbuscular mycorrhizal fungi"
"1334","10.1590/0001-3765201820160189"," arbuscular mycorrhizal fungi communities"
"1335","10.1139/cjm-2017-0521","non-am fungal"
"1336","10.1139/cjm-2017-0521"," cdc corrine anna cory"
"1337","10.1139/cjm-2017-0521"," arbuscular mycorrhizal (am)"
"1338","10.3389/fpls.2017.02236","sebacina"
"1339","10.3389/fpls.2017.02236"," (="
"1340","10.3389/fpls.2017.02236"," serendipita vermifera"
"1341","10.3389/fpls.2017.02236"," serendipita vermifera vermifera maff305830"
"1342","10.1007/s00572-018-0823-2","ectomycorrhizal fungus"
"1343","10.1007/s00572-018-0819-y","endophytic fungi"
"1344","10.1007/s00572-018-0819-y"," rhizoglomus intraradices"
"1345","10.1007/s00572-018-0819-y"," mucor"
"1346","10.1007/s00572-018-0819-y"," arbuscular mycorrhizal (am)"
"1347","10.1007/s00572-018-0819-y"," trichoderma asperellum"
"1348","10.7717/peerj.4183","amf inoculation"
"1349","10.7717/peerj.4183"," arbuscular mycorrhizal fungi (amf)"
"1350","10.1186/s13104-017-3105-8","arbuscular mycorrhizal fungi"
"1351","10.1186/s13104-017-3105-8"," arbuscular mycorrhizae"
"1352","10.1016/j.chemosphere.2017.12.025","glomus intraradices"
"1353","10.1016/j.chemosphere.2017.12.025"," arbuscular mycorrhizal (am)"
"1354","10.3934/microbiol.2017.4.938","rhizophagous irregularis"
"1355","10.3934/microbiol.2017.4.938"," irregularis r."
"1356","10.3934/microbiol.2017.4.938"," the fungus rhizophagous irregularis addition"
"1357","10.3934/microbiol.2017.4.938"," arbuscular mycorrhizal fungi (amf)"
"1358","10.1016/j.scitotenv.2017.11.188","arbuscular mycorrhizal fungi"
"1359","10.1016/j.scitotenv.2017.11.188"," arbuscular mycorrhizal fungi (amf)"
"1360","10.1007/s00572-017-0809-5","amf inoculation"
"1361","10.1007/s00572-017-0809-5"," funneliformis mosseae"
"1362","10.1007/s00572-017-0809-5"," mosseae f."
"1363","10.1007/s00572-017-0809-5"," fungus funneliformis mosseae"
"1364","10.1007/s00572-017-0809-5"," arbuscular mycorrhizal fungus (amf)"
"1365","10.1007/s00425-017-2808-3","arbuscular mycorrhizal (am)"
"1366","10.1007/s00425-017-2808-3"," mosseae rhizophagus irregularis"
"1367","10.1007/s00425-017-2808-3"," funneliformis mosseae"
"1368","10.1007/s00425-017-2808-3"," rhizophagus irregularis"
"1369","10.1007/s00425-017-2808-3"," funneliformis mosseae irregularis"
"1370","10.1007/s00425-017-2808-3"," irregularis r."
"1371","10.1007/s00425-017-2808-3"," plant-am fungus"
"1372","10.1016/j.scitotenv.2017.09.066","funneliformis mosseae fm intraradices"
"1373","10.1016/j.scitotenv.2017.09.066"," arbuscular mycorrhizal fungi [amf,"
"1374","10.1016/j.scitotenv.2017.09.066"," mosseae rhizophagus intraradices ri"
"1375","10.1016/j.scitotenv.2017.09.066"," funneliformis mosseae"
"1376","10.1016/j.scitotenv.2017.09.066"," rhizophagus intraradices"
"1377","10.1016/j.bjm.2017.04.005","arbuscular mycorrhizal fungi (amf)"
"1378","10.1016/j.ecoenv.2017.06.059","enterica typhimurium"
"1379","10.1016/j.ecoenv.2017.06.059"," rhizophaga clarus"
"1380","10.1016/j.ecoenv.2017.06.059"," arbuscular mycorrhizal fungi (amf)"
"1381","10.1016/j.ecoenv.2017.06.059"," salmonella enterica serovar typhimurium ta100"
"1382","10.1016/j.jenvman.2017.06.036","amf inoculation"
"1383","10.1016/j.jenvman.2017.06.036"," funalia"
"1384","10.1016/j.jenvman.2017.06.036"," penicillium"
"1385","10.1016/j.jenvman.2017.06.036"," funneliformis mosseae"
"1386","10.1016/j.jenvman.2017.06.036"," arbuscular mycorrhizal fungi (amf)"
"1387","10.1016/j.jenvman.2017.06.036"," chondrostereum"
"1388","10.1007/s11356-017-9463-x","si irregularis"
"1389","10.1007/s11356-017-9463-x"," irregularis r."
"1390","10.1007/s11356-017-9463-x"," rhizophagus"
"1391","10.3389/fpls.2017.00931","arbuscular mycorrhizal fungi"
"1392","10.3389/fpls.2017.00931"," glomus mosseae"
"1393","10.3389/fpls.2017.00931"," mosseae"
"1394","10.3389/fpls.2017.00931"," mosseae g."
"1395","10.1039/c7mt00072c","amf inoculation"
"1396","10.1039/c7mt00072c"," arbuscular mycorrhizal fungi (amf)"
"1397","10.1039/c7mt00072c"," glomus coronatum"
"1398","10.1007/s00572-017-0778-8","native inoculum"
"1399","10.1007/s00572-017-0778-8"," f. mosseae"
"1400","10.1007/s00572-017-0778-8"," arbuscular mycorrhizal fungi (amf)"
"1401","10.1007/s00572-017-0778-8"," funneliformis"
"1402","10.1007/s00572-017-0778-8"," rhizophagus irregularis"
"1403","10.1007/s00572-017-0778-8"," irregularis r."
"1404","10.1007/s00248-017-0999-6","fungal inoculum"
"1405","10.1007/s00248-017-0999-6"," amf inoculums"
"1406","10.1007/s00248-017-0999-6"," arbuscular mycorrhizal fungi (amf)"
"1407","10.1080/15226514.2017.1284751","arbuscular mycorrhizal fungus funneliformis mosseae"
"1408","10.1016/j.scitotenv.2017.05.047","arbuscular mycorrhizal fungus (amf)"
"1409","10.1016/j.scitotenv.2017.05.047"," fungus amf rhizophagus intraradices mix pieces"
"1410","10.1016/j.scitotenv.2017.05.047"," rhizophagus intraradices"
"1411","10.3389/fpls.2017.00684","arbuscular mycorrhizal plants"
"1412","10.3389/fpls.2017.00684"," arbuscular mycorrhizal fungi funneliformis mosseae"
"1413","10.3389/fpls.2017.00684"," claroideoglomus etunicatum"
"1414","10.1007/s00572-017-0775-y","bacterial fungal inoculation"
"1415","10.1007/s00572-017-0775-y"," arbuscular mycorrhizal (am)"
"1416","10.1007/s00572-017-0775-y"," funneliformis mosseae intraradices"
"1417","10.1007/s00572-017-0775-y"," funneliformis mosseae"
"1418","10.1007/s00572-017-0775-y"," pseudomonas"
"1419","10.1007/s00572-017-0775-y"," mosseae rhizophagus intraradices"
"1420","10.1007/s00572-017-0775-y"," putida"
"1421","10.1007/s00572-017-0775-y"," rhizophagus intraradices"
"1422","10.3389/fpls.2017.00517","funneliformis"
"1423","10.3389/fpls.2017.00517"," mosseae f."
"1424","10.3389/fpls.2017.00517"," mosseae"
"1425","10.3389/fpls.2017.00517"," arbuscular mycorrhizal fungus"
"1426","10.1016/j.envpol.2017.03.058","arbuscular mycorrhization (am)"
"1427","10.1007/s00572-017-0768-x","cochliobolus sativus"
"1428","10.1007/s00572-017-0768-x"," arbuscular mycorrhiza fungi"
"1429","10.1007/s00572-017-0768-x"," arbuscular mycorrhizal fungi (amf)"
"1430","10.1007/s00572-017-0768-x"," fungal endophyte"
"1431","10.1007/s00572-017-0768-x"," phoma"
"1432","10.1007/s00572-017-0768-x"," exigua"
"1433","10.1002/ecy.1793","arbuscular mycorrhizal (am)"
"1434","10.1007/s11356-017-8649-6","arbuscular mycorrhizal (am)"
"1435","10.1007/s11356-017-8649-6"," etunicatum mosseae mosseae g."
"1436","10.1007/s11356-017-8649-6"," glomus mosseae"
"1437","10.1007/s11356-017-8649-6"," glomus etunicatum mosseae"
"1438","10.1007/s11356-017-8649-6"," etunicatum mosseae g. alone"
"1439","10.1007/s11356-017-8649-6"," etunicatum mosseae g."
"1440","10.1007/s11356-017-8649-6"," glomus etunicatum"
"1441","10.1007/s11356-017-8649-6"," etunicatum g."
"1442","10.1139/cjm-2016-0597","rhizoglomus irregulare"
"1443","10.1139/cjm-2016-0597"," irregulare r."
"1444","10.1139/cjm-2016-0597"," arbuscular mycorrhizal fungi"
"1445","10.2134/jeq2016.04.0125","arbuscular mycorrhizal fungal"
"1446","10.2134/jeq2016.04.0125"," arbuscular mycorrhizal (am)"
"1447","10.1016/j.plaphy.2017.01.001","amf inoculation"
"1448","10.1016/j.plaphy.2017.01.001"," glomus intraradices"
"1449","10.1016/j.plaphy.2017.01.001"," arbuscular mycorrhizal fungus (amf"
"1450","10.1002/jsfa.8201","arbuscular mycorrhizal (am)"
"1451","10.1002/jsfa.8201"," mesorhizobium mediterraneum"
"1452","10.1002/jsfa.8201"," irregularis irregularis r."
"1453","10.1002/jsfa.8201"," mesorhizobium mediterraneum irregularis"
"1454","10.1002/jsfa.8201"," mediterraneum rhizophagus irregularis"
"1455","10.1002/jsfa.8201"," rhizophagus irregularis"
"1456","10.1002/jsfa.8201"," mediterraneum irregularis irregularis r."
"1457","10.1016/j.scitotenv.2016.12.031",NA
"1458","10.3389/fpls.2016.01901","amf inoculation"
"1459","10.3389/fpls.2016.01901"," rhizobia fungi"
"1460","10.3389/fpls.2016.01901"," rhizobia"
"1461","10.3389/fpls.2016.01901"," arbuscular mycorrhizal fungi (amf)"
"1462","10.1371/journal.pone.0167014","arbuscular mycorrhizal fungi (amf)"
"1463","10.1016/j.bjm.2016.10.012","glomus sp.5"
"1464","10.1016/j.bjm.2016.10.012"," glomus brohultii"
"1465","10.1016/j.bjm.2016.10.012"," native inoculum"
"1466","10.1016/j.bjm.2016.10.012"," archaeospora"
"1467","10.1016/j.bjm.2016.10.012"," arbuscular mycorrhizal fungi (amf)"
"1468","10.1016/j.bjm.2016.10.012"," glomus sp.5 brohultii glomerulatum"
"1469","10.1016/j.bjm.2016.10.012"," glomus sp.5 brohultii"
"1470","10.1007/s00442-016-3771-6","arbuscular mycorrhizal (am)"
"1471","10.1080/15226514.2016.1244157","bacteroidetes ba bacterium"
"1472","10.1080/15226514.2016.1244157"," pseudomonas fluorescens pf sp."
"1473","10.1080/15226514.2016.1244157"," pseudomonas fluorescens"
"1474","10.1080/15226514.2016.1244157"," variovorax"
"1475","10.1016/j.chemosphere.2016.09.145","glomus aggregatum"
"1476","10.1016/j.chemosphere.2016.09.145"," amf inoculations"
"1477","10.1016/j.chemosphere.2016.09.145"," g.     tortuosum gt versiforme"
"1478","10.1016/j.chemosphere.2016.09.145"," tortuosum versiforme gv"
"1479","10.1016/j.chemosphere.2016.09.145"," glomus aggregatum ga"
"1480","10.1002/ece3.2456",NA
"1481","10.3389/fmicb.2016.01246","amf inoculation"
"1482","10.3389/fmicb.2016.01246"," funneliformis mosseae"
"1483","10.3389/fmicb.2016.01246"," rhizophagus irregularis"
"1484","10.3389/fmicb.2016.01246"," arbuscular mycorrhizal fungi (amf)"
"1485","10.13277/j.hjkx.2016.08.049","funneliformis mosseae"
"1486","10.13277/j.hjkx.2016.08.049"," arbuscular mycorrhizae"
"1487","10.13277/j.hjkx.2016.08.049"," arbuscular mycorrhizal (am)"
"1488","10.1080/15226514.2016.1207596","margarita g."
"1489","10.1080/15226514.2016.1207596"," acaulospora morrowiae scrobiculata"
"1490","10.1080/15226514.2016.1207596"," gigaspora margarita"
"1491","10.1080/15226514.2016.1207596"," rhizophagus clarus"
"1492","10.1080/15226514.2016.1207596"," colombiana margarita g."
"1493","10.1080/15226514.2016.1207596"," clarus r."
"1494","10.1080/15226514.2016.1207596"," arbuscular mycorrhizal fungi (amf)"
"1495","10.1080/15226514.2016.1207596"," acaulospora colombiana"
"1496","10.1080/15226514.2016.1207596"," acaulospora colombiana morrowiae scrobiculata"
"1497","10.1080/15226514.2016.1207596"," acaulospora colombiana morrowiae heterogama clarus"
"1498","10.1080/15226514.2016.1207596"," colombiana margarita clarus a."
"1499","10.1080/15226514.2016.1207596"," acaulospora scrobiculata"
"1500","10.1080/15226514.2016.1207596"," colombiana morrowiae scrobiculata a."
"1501","10.1080/15226514.2016.1207596"," acaulospora morrowiae"
"1502","10.1080/15226514.2016.1207596"," colombiana rhizophagus clarus"
"1503","10.3389/fmicb.2016.01030","scrobiculata mosseae"
"1504","10.3389/fmicb.2016.01030"," funneliformis mosseae"
"1505","10.3389/fmicb.2016.01030"," scrobiculata funneliformis mosseae"
"1506","10.3389/fmicb.2016.01030"," scrobiculata mosseae intraradices f. ≈a."
"1507","10.3389/fmicb.2016.01030"," acaulospora scrobiculata mosseae intraradices"
"1508","10.3389/fmicb.2016.01030"," mosseae f."
"1509","10.3389/fmicb.2016.01030"," arbuscular mycorrhizal fungi (amf)"
"1510","10.3389/fmicb.2016.01030"," acaulospora scrobiculata"
"1511","10.3389/fmicb.2016.01030"," scrobiculata rhizophagus intraradices"
"1512","10.3389/fmicb.2016.01030"," intraradices > r."
"1513","10.3389/fmicb.2016.01030"," rhizophagus intraradices"
"1514","10.3389/fmicb.2016.01030"," scrobiculata intraradices > r."
"1515","10.1080/15226514.2016.1207602","acaulospora"
"1516","10.1080/15226514.2016.1207602"," arbuscular mycorrhizal fungus, amf)"
"1517","10.1016/j.ecoenv.2016.06.012","gene intraradices r."
"1518","10.1016/j.ecoenv.2016.06.012"," macrophomina phaseolina rot"
"1519","10.1016/j.ecoenv.2016.06.012"," the amf rhizophagus intraradices"
"1520","10.1016/j.ecoenv.2016.06.012"," arbuscular mycorrhizal fungi (amf)"
"1521","10.1016/j.ecoenv.2016.06.012"," macrophomina phaseolina"
"1522","10.1016/j.ecoenv.2016.06.012"," intraradices r."
"1523","10.1016/j.ecoenv.2016.06.012"," rhizophagus intraradices"
"1524","10.1186/s12862-016-0698-9","arbuscular mycorrhizal inoculation"
"1525","10.1186/s12862-016-0698-9"," arbuscular mycorrhizal (am)"
"1526","10.1007/s00572-016-0712-5","arbuscular mycorrhizal (am)"
"1527","10.1007/s11356-016-6941-5","arbuscular mycorrhizal fungi (amf)"
"1528","10.1007/s00248-016-0779-8","sphingobacteriales"
"1529","10.15517/rbt.v64i2.20289","amf inoculum"
"1530","10.15517/rbt.v64i2.20289"," arbuscular mycorrhizal fungi (amf)"
"1531","10.1016/j.crvi.2016.04.009","indigenous arbuscular mycorrhizal (am)"
"1532","10.1016/j.crvi.2016.04.009"," cupressus atlantica"
"1533",NA,"arbuscular mycorrhizal( am)"
"1534","10.1007/s00572-016-0699-y","endophytic fungi"
"1535","10.1007/s00572-016-0699-y"," arbuscular mycorrhizal"
"1536","10.1007/s00572-016-0699-y"," endophytic strains"
"1537","10.1007/s00572-016-0699-y"," the species helotiales"
"1538","10.1007/s00572-016-0699-y"," the helotiales"
"1539","10.1007/s00572-016-0699-y"," serendipita"
"1540","10.1021/acs.jafc.6b00408","amf inoculation"
"1541","10.1021/acs.jafc.6b00408"," amf inoculum"
"1542","10.1021/acs.jafc.6b00408"," arbuscular mycorrhizal fungi (amf)"
"1543",NA,"mycorrhizal fungi glomus aggregatum ga mosseae"
"1544",NA," arbuscular mycorrhizal (am)"
"1545",NA," glomus aggregatum"
"1546",NA," funneliformis mosseae"
"1547",NA," fungi aggregatum"
"1548",NA," aggregatum funneliformis mosseae fm"
"1549","10.1371/journal.pone.0153378","irregularis versiforme"
"1550","10.1371/journal.pone.0153378"," rhizophagus irregularis glomus versiforme"
"1551","10.1371/journal.pone.0153378"," arbuscular mycorrhizal (am)"
"1552","10.1371/journal.pone.0153378"," rhizophagus irregularis"
"1553","10.1371/journal.pone.0153378"," irregularis glomus"
"1554","10.1371/journal.pone.0153378"," arbuscular mycorrhizal fungi"
"1555","10.1093/aobpla/plw018","arbuscular mycorrhizal fungi"
"1556","10.1093/aobpla/plw018"," arbuscular mycorrhizal fungi (amf)"
"1557","10.1093/aobpla/plw018"," gradient gel electrophoresis dgge"
"1558","10.1093/aobpla/plw018"," arbuscular fungal community"
"1559","10.1007/s11356-016-6337-6","funneliformis mosseae"
"1560","10.1007/s11356-016-6337-6"," irregularis funneliformis mosseae"
"1561","10.1007/s11356-016-6337-6"," rhizophagus irregularis mosseae"
"1562","10.1007/s11356-016-6337-6"," arbuscular mycorrhizal fungi (amf)"
"1563","10.1007/s11356-016-6337-6"," rhizophagus irregularis"
"1564","10.1007/s11356-016-6337-6"," commercial inoculum"
"1565","10.1371/journal.pone.0150181","frankia ectomycorrhizal (ecm) ecm"
"1566","10.1371/journal.pone.0150181"," azotobacter mesorhizobium rhizobium"
"1567","10.1371/journal.pone.0150181"," sphingobium pseudomonas"
"1568","10.1371/journal.pone.0150181"," sphingomonas sphingobium"
"1569","10.1371/journal.pone.0150181"," frankia ectomycorrhizal (ecm)"
"1570","10.1371/journal.pone.0150181"," azotobacter mesorhizobium"
"1571","10.1371/journal.pone.0150181"," pseudomonas mesorhizobium rhizobium"
"1572","10.1371/journal.pone.0150181"," pseudomonas rhizobium"
"1573","10.1371/journal.pone.0150181"," sphingomonas sphingobium pseudomonas"
"1574","10.1371/journal.pone.0150181"," brevundimonas caulobacter"
"1575","10.1038/srep21805","arbuscular mycorrhizal fungi--glomus versiforme"
"1576","10.1038/srep21805"," rhizophagus intraradices"
"1577","10.1038/srep21805"," rhizophagus intraradices ri"
"1578","10.1007/s00572-016-0687-2","glomeraceae claroideoglomeraceae"
"1579","10.1007/s00572-016-0687-2"," diversisporaceae"
"1580","10.1007/s00572-016-0687-2"," arbuscular mycorrhizal (am)"
"1581","10.1038/srep20469","arbuscular mycorrhizal fungi (amf)"
"1582","10.1093/jxb/erv561","alone rhizophagus irregularis"
"1583","10.1093/jxb/erv561"," arbuscular mycorrhizal (am)"
"1584","10.1093/jxb/erv561"," pseudomonas alcaligenes"
"1585","10.1093/jxb/erv561"," alcaligenes pseudomonadaceae"
"1586","10.1093/jxb/erv561"," rhizophagus irregularis"
"1587","10.1093/jxb/erv561"," pseudomonas alcaligenes pseudomonadaceae"
"1588","10.1093/jxb/erv561"," irregularis r."
"1589","10.1016/j.jplph.2015.11.007","thuringiensis b."
"1590","10.1016/j.jplph.2015.11.007"," arbuscular mycorrhizal (am)"
"1591","10.1016/j.jplph.2015.11.007"," bacillus thuringiensis"
"1592","10.1016/j.jplph.2015.11.007"," endophytic bacteria"
"1593","10.1016/j.jplph.2015.11.007"," a native bacillus thuringiensis bacteria"
"1594","10.1016/j.jplph.2015.11.007"," thuringiensis b. vitro"
"1595","10.3923/pjbs.2016.158.170","arbuscular mycorrhizal fungi"
"1596","10.1371/journal.pone.0145793","amf inoculation"
"1597","10.1371/journal.pone.0145793"," arbuscular mycorrhizal fungi (amf)"
"1598","10.1371/journal.pone.0145726","amf inoculation"
"1599","10.1371/journal.pone.0145726"," mosseae intraradices r."
"1600","10.1371/journal.pone.0145726"," funneliformis mosseae intraradices"
"1601","10.1371/journal.pone.0145726"," funneliformis mosseae"
"1602","10.1371/journal.pone.0145726"," arbuscular mycorrhizal fungi (amf)"
"1603","10.1371/journal.pone.0145726"," mosseae intraradices f."
"1604","10.1371/journal.pone.0145726"," mosseae rhizophagus intraradices"
"1605","10.1371/journal.pone.0145726"," rhizophagus intraradices"
"1606","10.1080/15226514.2015.1131232","azospirillum"
"1607","10.1007/s11356-015-5914-4","plant growth-promoting inoculants"
"1608","10.1007/s11356-015-5914-4"," an amf f rhizophagus irregularis"
"1609","10.1007/s11356-015-5914-4"," rhizophagus irregularis"
"1610",NA,"g glomus"
"1611",NA," arbuscular mycorrhizal fungus"
"1612","10.1007/s00572-015-0670-3","arbuscular mycorrhiza (am)"
"1613","10.1007/s00572-015-0670-3"," irregularis"
"1614","10.1007/s00572-015-0670-3"," rhizophagus"
"1615","10.1007/s00572-015-0670-3"," rhizophagus irregularis"
"1616","10.1007/s00572-015-0666-z","amf inoculation"
"1617","10.1007/s00572-015-0666-z"," versiformis rhizophagus intraradices"
"1618","10.1007/s00572-015-0666-z"," funneliformis mosseae"
"1619","10.1007/s00572-015-0666-z"," diversispora versiformis"
"1620","10.1007/s00572-015-0666-z"," mosseae f."
"1621","10.1007/s00572-015-0666-z"," namely claroideoglomus etunicatum versiformis"
"1622","10.1007/s00572-015-0666-z"," claroideoglomus etunicatum"
"1623","10.1007/s00572-015-0666-z"," arbuscular mycorrhiza (am)"
"1624","10.1007/s00572-015-0666-z"," etunicatum diversispora versiformis mosseae intraradices"
"1625","10.1007/s00572-015-0666-z"," rhizophagus intraradices"
"1626","10.1007/s00572-015-0666-z"," versiformis funneliformis mosseae"
"1627","10.3389/fpls.2015.00815","plant growth-promoting rhizobacteria"
"1628","10.3389/fpls.2015.00815"," arbuscular mycorrhizal fungi (amf)"
"1629","10.1007/s00572-015-0659-y","amf inoculation"
"1630","10.1007/s00572-015-0659-y"," native tree"
"1631","10.1007/s00572-015-0659-y"," arbuscular mycorrhizal fungi (am fungi"
"1632","10.1007/s00572-015-0659-y"," irregularis"
"1633","10.1007/s00572-015-0659-y"," rhizophagus"
"1634","10.1007/s11356-015-5094-2","azospirillum"
"1635","10.1007/s11356-015-5094-2"," nostoc"
"1636","10.1007/s11356-015-5094-2"," arbuscular mycorrhizal fungi (amf)"
"1637",NA,"arbuscular mycorrhizal (am)"
"1638",NA," etunicatum rhizophagus intraradices ri"
"1639",NA," funneliformis mosseae"
"1640",NA," etunicatum funneliformis mosseae fm"
"1641",NA," etunicatum versiforme gv"
"1642",NA," claroideoglomus etunicatum"
"1643",NA," mycorrhizal fungi claroideoglomus etunicatum ce intraradices mosseae glomus versiforme"
"1644",NA," etunicatum glomus"
"1645",NA," rhizophagus intraradices"
"1646","10.1111/pce.12600","amf inoculation"
"1647","10.1111/pce.12600"," irregulare"
"1648","10.1111/pce.12600"," indigenous amf"
"1649","10.1111/pce.12600"," arbuscular mycorrhizal fungus rhizoglomus irregulare"
"1650","10.1111/pce.12600"," irregulare r."
"1651","10.1111/pce.12600"," arbuscular mycorrhizal fungi (amf)"
"1652","10.1371/journal.pone.0128841","rhizophagus intraradices"
"1653","10.1371/journal.pone.0128841"," arbuscular mycorrhizal (am)"
"1654","10.1016/j.chemosphere.2015.04.023","arbuscular mycorrhiza (am)"
"1655","10.1016/j.chemosphere.2015.04.023"," rhizophagus irregularis"
"1656","10.3390/jof1010055","suillus"
"1657","10.3390/jof1010055"," suillus placidus"
"1658","10.3390/jof1010055"," ectomycorrhizae em"
"1659","10.1007/s00572-015-0638-3","diversispora aurantia"
"1660","10.1007/s00572-015-0638-3"," arbuscular mycorrhizal fungal (amf)"
"1661","10.1007/s00572-015-0638-3"," paraglomus"
"1662","10.1007/s00572-015-0638-3"," species rhizophagus irregularis"
"1663","10.1007/s00572-015-0638-3"," diversispora"
"1664","10.1007/s00572-015-0638-3"," commercial inocula"
"1665","10.1007/s00572-015-0638-3"," rhizophagus irregularis"
"1666","10.1007/s00572-015-0638-3"," irregularis r."
"1667","10.1007/s00572-015-0638-3"," septoglomus africanum"
"1668","10.3389/fmicb.2015.00203","funneliformis mosseae"
"1669","10.3389/fmicb.2015.00203"," arbuscular mycorrhizas"
"1670","10.1080/15226514.2014.989311","intraradices g."
"1671","10.1080/15226514.2014.989311"," glomus intraradices"
"1672","10.1080/15226514.2014.989311"," arbuscular mycorrhizae"
"1673","10.1080/15226514.2014.989311"," intraradices g. non-inoculated"
"1674","10.1080/15226514.2014.989311"," fungal inoculation"
"1675","10.1007/s11356-014-3837-0","rhizophagus irregularis known"
"1676","10.1007/s11356-014-3837-0"," rhizophagus irregularis"
"1677","10.1007/s11356-014-3837-0"," glomus intraradices"
"1678","10.1007/s11356-014-3837-0"," arbuscular mycorrhizal (am)"
"1679","10.1016/j.scitotenv.2015.01.085","native am fungus"
"1680","10.1016/j.scitotenv.2015.01.085"," glomus"
"1681","10.1038/srep08122","funneliformis mosseae"
"1682","10.1016/j.ecoenv.2014.12.033","arbuscular mycorrhizal fungus (amf)"
"1683","10.1016/j.ecoenv.2014.12.033"," funneliformis mosseae isolated"
"1684","10.1016/j.ecoenv.2014.12.033"," funneliformis mosseae"
"1685","10.3389/fmicb.2014.00682","highly arbuscular mycorrhizal (am)"
"1686","10.3389/fmicb.2014.00682"," funneliformis mosseae"
"1687","10.1080/15226514.2014.950408",NA
"1688","10.1016/j.jplph.2014.08.019","bacillus thuringiensis bt"
"1689","10.1016/j.jplph.2014.08.019"," bacillus megaterium"
"1690","10.1016/j.jplph.2014.08.019"," bacillus thuringiensis"
"1691","10.1016/j.jplph.2014.08.019"," rhizophagus intraradices ri megaterium"
"1692","10.1016/j.jplph.2014.08.019"," bacillus intraradices megaterium bm putida"
"1693","10.1016/j.jplph.2014.08.019"," megaterium pseudomonas putida psp non-inoculation"
"1694","10.1016/j.jplph.2014.08.019"," pseudomonas putida"
"1695","10.1016/j.jplph.2014.08.019"," rhizophagus intraradices"
"1696","10.1016/j.ecoenv.2014.09.019","fasciculatum putida g."
"1697","10.1016/j.ecoenv.2014.09.019"," fasciculatum pseudomonas putida"
"1698","10.1016/j.ecoenv.2014.09.019"," glomus fasciculatum putida"
"1699","10.1016/j.ecoenv.2014.09.019"," pseudomonas putida"
"1700","10.1016/j.ecoenv.2014.09.019"," glomus fasciculatum"
"1701","10.1007/s00572-014-0613-4","arbuscular mycorrhizal fungi (amf)"
"1702",NA,"glomus intraradices"
"1703",NA," glomus mosseae"
"1704",NA," glomus mosseae gm intraradices"
"1705",NA," arbuscular mycorrhizal fungi"
"1706",NA," glomus mosseae intraradices gi"
"1707",NA,"arbuscular mycorrhizal inoculation"
"1708",NA," arbuscular mycorrhizal fungi"
"1709",NA," arbuscular mycorrhizal fungus acaulospora"
"1710",NA," arbuscular mycorrhizae"
"1711","10.1007/s10646-014-1368-6","glomus mosseae"
"1712","10.1007/s10646-014-1368-6"," mosseae"
"1713","10.5423/PPJ.OA.10.2012.0156","longula"
"1714","10.5423/PPJ.OA.10.2012.0156"," albida g."
"1715","10.5423/PPJ.OA.10.2012.0156"," gigaspora albida etunicatum"
