"","study_id","ECOTYPE"
"1550","10.1016/j.jhazmat.2012.08.020"," oryza sativa"
"1551","10.1016/j.jhazmat.2012.08.020"," rice ingestible"
"1552","10.1016/j.jenvrad.2012.08.004","ryegrass"
"1553","10.1016/j.jenvrad.2012.08.004"," cucumber perennial ryegrass"
"1554","10.1016/j.jenvrad.2012.08.004"," cucumber inoculation"
"1555","10.1016/j.jenvrad.2012.08.004"," quinoa plants"
"1556","10.1016/j.jenvrad.2012.08.004"," cucumber ryegrass sunflower"
"1557","10.1080/15226514.2011.619230","gmelina"
"1558","10.1080/15226514.2011.619230"," mycorrhizal gmelina"
"1559","10.1080/15226514.2011.619230"," gmelina plants"
"1560","10.1039/c2em30333g","v. baoshanensis"
"1561","10.1007/s11274-011-0823-2","chroococcum % % intraradices a."
"1562","10.1007/s11274-011-0823-2"," p. fluorescencs"
"1563","10.1007/s11274-011-0823-2"," herb"
"1564","10.1007/s11274-011-0823-2"," rooting"
"1565","10.1016/j.jhazmat.2012.05.091","morrowiae clarum a."
"1566","10.1016/j.jhazmat.2012.05.091"," leucocephala l."
"1567","10.1016/j.jhazmat.2012.05.091"," morrowiae clarum albida a."
"1568","10.1016/j.jhazmat.2012.05.091"," leucaena leucocephala"
"1569","10.1007/s00572-012-0448-9","pea field"
"1570","10.1007/s00572-012-0448-9"," pea"
"1571","10.1007/s00572-012-0448-9"," field pea"
"1572","10.1016/j.jhazmat.2012.05.044","paddy rice"
"1573","10.1016/j.jhazmat.2012.05.044"," rice"
"1574","10.1007/s00572-012-0447-x","p. monteilii"
"1575","10.1007/s00572-012-0447-x"," forskohlii c."
"1576","10.1007/s00572-012-0447-x"," coleus forskohlii"
"1577","10.1007/s00572-012-0446-y","norway spruce"
"1578","10.1007/s00572-012-0446-y"," abies l. karst"
"1579","10.1007/s00572-012-0446-y"," young trees"
"1580","10.1007/s00572-012-0446-y"," picea abies"
"1581","10.1007/s00572-012-0446-y"," spruce clones"
"1582","10.1890/11-1247.1","invasive tamarisk sp."
"1583","10.1890/11-1247.1"," tamarisk"
"1584","10.1890/11-1247.1"," tamarix sp."
"1585","10.1890/11-1247.1"," populus fremontii"
"1586","10.1890/11-1247.1"," cottonwoods neighboring"
"1587","10.1890/11-1247.1"," tamarisk neighbor"
"1588","10.1890/11-1247.1"," cottonwoods"
"1589","10.1890/11-1247.1"," native cottonwoods fremontii"
"1590","10.1890/11-1247.1"," tamarisk neighbors"
"1591","10.1016/j.envpol.2012.04.026","plantago lanceolata"
"1592","10.1016/j.envpol.2012.04.026"," lanceolata p.    inoculated"
"1593","10.1016/j.envpol.2012.04.026"," lanceolata p. "
"1594","10.1111/j.1438-8677.2012.00581.x","lotus tenuis"
"1595","10.1007/s11270-011-0915-5","willows all inoculated"
"1596","10.1007/s11270-011-0915-5"," willows viminalis"
"1597","10.1007/s11270-011-0915-5"," salix viminalis"
"1598","10.1007/s11270-011-0915-5"," cereus willows the"
"1599","10.1007/s11270-011-0915-5"," willows salix viminalis"
"1600","10.1007/s11270-011-0915-5"," willows"
"1601","10.1139/w11-140","turgidum"
"1602","10.1139/w11-140"," durum wheat breeding"
"1603","10.1139/w11-140"," durum"
"1604","10.1139/w11-140"," var modern durum wheat desf"
"1605","10.1139/w11-140"," commander'"
"1606","10.1139/w11-140"," wheat"
"1607","10.1139/w11-140"," triticum"
"1608","10.1139/w11-140"," durum wheat"
"1609",NA,"solanum viarum"
"1610",NA," viarum"
"1611",NA," t. harzianum"
"1612",NA,"o3-tolerant snap bean"
"1613",NA," o3-sensitive o3-tolerant r123"
"1614",NA," o3-sensitive o3-tolerant"
"1615","10.1016/j.scitotenv.2011.10.053","p. pinaster"
"1616","10.1016/j.scitotenv.2011.10.053"," pinus pinaster"
"1617","10.1016/j.scitotenv.2011.10.053"," woody"
"1618",NA,"baicalensis s."
"1619",NA," scutellaria baicalensis"
"1620","10.1080/15226514.2011.568546","alfalfa"
"1621","10.1080/15226514.2011.568546"," noccaea caerulescens"
"1622","10.1890/10-1915.1","the legume"
"1623","10.1890/10-1915.1"," lolium multiflorum"
"1624","10.1890/10-1915.1"," the legume trifolium pratense multiflorum"
"1625","10.1890/10-1915.1"," trifolium pratense"
"1626","10.1890/10-1915.1"," grass"
"1627","10.1890/10-1915.1"," the grass"
"1628","10.1590/S1517-83822011000300004","erythrina velutina"
"1629","10.1590/S1517-83822011000300004"," caesalpinia ferrea tenuiflora"
"1630","10.1590/S1517-83822011000300004"," caesalpinia ferrea"
"1631","10.1590/S1517-83822011000300004"," woody"
"1632","10.1590/S1517-83822011000300004"," mimosa tenuiflora"
"1633","10.1007/s00572-011-0391-1","perforatum h."
"1634","10.1007/s00572-011-0391-1"," hypericum perforatum"
"1635","10.1007/s00572-011-0391-1"," hypericaceae"
"1636","10.1007/s00572-011-0391-1"," this important herb"
"1637","10.1007/s00572-011-0391-1"," st. john's-wort"
"1638","10.1186/1471-2229-11-98","f. xbohemica"
"1639","10.1186/1471-2229-11-98"," xbohemica"
"1640","10.1186/1471-2229-11-98"," fallopia japonica"
"1641","10.1186/1471-2229-11-98"," hybrid xbohemica"
"1642","10.1186/1471-2229-11-98"," hybrid f. xbohemica"
"1643","10.1186/1471-2229-11-98"," knotweed"
"1644","10.1186/1471-2229-11-98"," f. sachalinensis clones"
"1645","10.1080/15226510903535056","glomulus intraradices"
"1646","10.1080/15226510903535056"," rye grass"
"1647","10.1080/15226510903535056"," lolium perenne"
"1648","10.1080/15226510903353104","lolium multiflorum"
"1649","10.1080/15226510903353104"," ryegrass"
"1650","10.1080/15226510903353104"," ryegrass multiflorum"
"1651","10.1080/15226511003671353","vetiver grass"
"1652","10.1016/j.scitotenv.2011.04.029","o. europaea"
"1653","10.1016/j.ejsobi.2011.03.001","grassland"
"1654","10.1016/j.ejsobi.2011.03.001"," arrhenatherum elatius"
"1655","10.1016/j.ejsobi.2011.03.001"," leguminous forb"
"1656","10.1016/j.ejsobi.2011.03.001"," plantago lanceolata"
"1657","10.1016/j.ejsobi.2011.03.001"," trifolium pratense"
"1658","10.1016/j.ejsobi.2011.03.001"," grass"
"1659","10.1016/j.ejsobi.2011.03.001"," salvia pratensis"
"1660","10.1007/s00572-011-0379-x","pisolithus"
"1661","10.1007/s00572-011-0379-x"," p. tinctorius"
"1662","10.1007/s00572-011-0379-x"," castanea sativa"
"1663","10.1007/s00572-011-0379-x"," chestnut"
"1664","10.1007/s00572-011-0379-x"," chestnut tree mill"
"1665","10.1007/s00572-011-0379-x"," chestnut tree"
"1666","10.1007/s00572-011-0370-6","quercus robur"
"1667","10.1007/s00572-011-0370-6"," tilia cordata"
"1668","10.1007/s00572-011-0370-6"," containerized plants"
"1669","10.1007/s00572-011-0370-6"," acer campestre"
"1670","10.1007/s00572-011-0370-6"," linden oak"
"1671","10.1007/s00572-011-0370-6"," oak"
"1672","10.1007/s00572-011-0370-6"," maple linden"
"1673","10.1007/s00572-011-0372-4","t. inodorum"
"1674","10.1007/s00572-011-0372-4"," tripleurospermum inodorum"
"1675","10.1007/s00572-011-0372-4"," sisymbrium"
"1676","10.1016/j.jenvman.2011.02.015","melilotus"
"1677","10.1016/j.jenvman.2011.02.015"," melilotus albus"
"1678","10.1016/j.jplph.2010.12.019","rice"
"1679","10.1016/j.jplph.2010.12.019"," rice am"
"1680","10.1007/s12011-011-8973-5","alfalfa maize soybean"
"1681","10.1007/s12011-011-8973-5"," soybean"
"1682","10.1007/s12011-011-8973-5"," maize soybean"
"1683","10.1007/s12011-011-8973-5"," maize"
"1684","10.1007/s12011-011-8973-5"," alfalfa"
"1685","10.1007/s12011-011-8973-5"," alfalfa maize"
"1686","10.1007/s00122-010-1501-8","modern onion"
"1687","10.1007/s00122-010-1501-8"," a a. tri-hybrid cepa ×"
"1688","10.1007/s00122-010-1501-8"," fistulosum"
"1689","10.1007/s00122-010-1501-8"," cepa tri-hybrid"
"1690","10.1007/s00122-010-1501-8"," allium cepa"
"1691","10.1007/s00122-010-1501-8"," a. roylei fistulosum"
"1692","10.1007/s00122-010-1501-8"," a. fistulosum"
"1693","10.1007/s00122-010-1501-8"," onion"
"1694","10.1007/s00572-010-0360-0","capsicum cv"
"1695","10.1007/s00572-010-0360-0"," annuum cv"
"1696","10.1007/s00572-010-0360-0"," mycorrhizal pepper"
"1697","10.1007/s00572-010-0360-0"," pepper cv"
"1698","10.1007/s00572-010-0360-0"," zhongjiao 105"
"1699","10.1007/s00572-010-0360-0"," pepper"
"1700","10.1007/s00572-010-0360-0"," pepper capsicum annuum l. cv"
"1701","10.1139/w10-096","cyperaceae habitat"
"1702","10.1139/w10-096"," cyperaceae species"
"1703","10.1139/w10-096"," pioneer plants"
"1704","10.1139/w10-096"," cyperaceae family"
"1705","10.1139/w10-096"," costularia comosa"
"1706","10.1139/w10-096"," cyperaceae these"
"1707","10.1016/j.scitotenv.2010.12.019","coronilla juncea"
"1708","10.1016/j.scitotenv.2010.12.019"," p. aurantiogriseum"
"1709","10.1016/j.scitotenv.2010.11.020","prosopis juliflora"
"1710","10.1016/j.scitotenv.2010.11.020"," arid"
"1711",NA,"french marigold"
"1712","10.1016/j.envpol.2010.11.035","ryegrass"
"1713","10.1016/j.phytochem.2010.11.008","t. harzianum"
"1714","10.1016/j.phytochem.2010.11.008"," melon plants"
"1715","10.1016/j.phytochem.2010.11.008"," ze"
"1716","10.1016/j.phytochem.2010.11.008"," ze iaa acc"
"1717","10.1007/s00572-010-0343-1","p. croceum"
"1718","10.1007/s00572-010-0343-1"," t. submollis"
"1719","10.1007/s00572-010-0343-1"," norway spruce"
"1720","10.1007/s00572-010-0343-1"," tomentellopsis submollis"
"1721","10.1016/j.envpol.2010.09.032","cynodon dactylon"
"1722","10.1007/s00572-010-0340-4","cliffortioides beech forest"
"1723","10.1007/s00572-010-0340-4"," nothofagus solandri"
"1724","10.1007/s00572-010-0340-4"," cliffortioides forest"
"1725","10.1007/s00572-010-0340-4"," the understorey"
"1726","10.1007/s00572-010-0340-4"," hieracium lepidulum"
"1727","10.1007/s00572-010-0340-4"," mountain beech"
"1728","10.1007/s00572-010-0340-4"," hieracium"
"1729","10.1016/j.jhazmat.2010.09.004","green onion l."
"1730","10.1016/j.jhazmat.2010.09.004"," organophosphorus pesticides"
"1731","10.1016/j.jhazmat.2010.09.004"," harvest dates"
"1732","10.1016/j.jhazmat.2010.09.004"," allium fistulosum"
"1733","10.1093/aob/mcq170","populus alba"
"1734","10.1093/aob/mcq170"," p. alba"
"1735","10.1093/aob/mcq170"," white poplar"
"1736","10.1080/15226510903051740","p. vittata"
"1737","10.1080/15226510903051740"," pteris vittata"
"1738","10.1016/j.scitotenv.2010.07.064","thirty-week old coffea arabica"
"1739","10.1016/j.jenvman.2010.07.008","olive cake"
"1740","10.1016/j.jenvman.2010.07.008"," p. chrysosporium"
"1741","10.1016/j.jenvman.2010.07.008"," dry olive cake doc supplemented"
"1742","10.1016/j.jenvman.2010.07.008"," trifolium repens plants"
"1743","10.1016/j.jenvman.2010.07.008"," dorycnium"
"1744","10.1016/j.jenvman.2010.07.008"," arid"
"1745","10.1016/j.jenvman.2010.07.008"," trifolium repens"
"1746","10.1007/s00253-010-2791-0","wheat"
"1747","10.1016/j.jhazmat.2010.05.042","cynodon dactylon"
"1748","10.1016/j.jhazmat.2010.05.042"," p. vittata"
"1749","10.1016/j.jhazmat.2010.05.042"," non-hyperaccumulator"
"1750","10.1016/j.jhazmat.2010.05.042"," pteris vittata"
"1751","10.1016/j.plaphy.2010.04.002","capsicum annuum"
"1752","10.1016/j.plaphy.2010.04.002"," méxico and"
"1753","10.1016/j.plaphy.2010.04.002"," papago indians"
"1754","10.1016/j.plaphy.2010.04.002"," aviculare"
"1755","10.1016/j.plaphy.2010.04.002"," tarahumara indians"
"1756","10.1016/j.plaphy.2010.04.002"," sonora desert"
"1757","10.1016/j.plaphy.2010.04.002"," arid zones"
"1758","10.1007/s00572-010-0311-9","astragalus sinicus"
"1759","10.1100/tsw.2010.59","cassava"
"1760","10.1100/tsw.2010.59"," siamea"
"1761","10.1100/tsw.2010.59"," senna siamea"
"1762","10.1100/tsw.2010.59"," cassava esculenta"
"1763","10.1100/tsw.2010.59"," mulch sepium g. applied"
"1764","10.1100/tsw.2010.59"," manihot esculenta"
"1765","10.1100/tsw.2010.59"," gliricidia sepium"
"1766","10.1111/j.1469-8137.2009.03162.x","tomato"
"1767","10.1002/jsfa.3871","camphor"
"1768","10.1002/jsfa.3871"," sage"
"1769","10.1002/jsfa.3871"," salvia officinalis"
"1770","10.1073/pnas.0906710107","grown grasses"
"1771","10.1073/pnas.0906710107"," andropogon gerardii"
"1772","10.1073/pnas.0906710107"," phosphorus-limited grasslands"
"1773","10.1007/s00572-009-0296-4",NA
"1774",NA,"trifoliate orange"
"1775",NA," p. trifoliata"
"1776",NA," poncirus trifoliata"
"1777",NA,"wheat the control"
"1778",NA," wheat"
"1779","10.1007/s00572-009-0294-6","agrostis stolonifera"
"1780","10.1007/s00248-009-9618-5","trifolium repens growing"
"1781","10.1007/s00248-009-9618-5"," trifolium repens"
"1782","10.1080/15226510902787310","zea mays"
"1783","10.1080/15226510902787310"," maize inoculated"
"1784","10.1080/15226510902787310"," maize l. grown"
"1785","10.1080/15226510902787310"," maize non-amf inoculated"
"1786","10.1080/15226510902787310"," maize"
"1787","10.1080/15226510902787310"," the maize non-inoculated"
"1788","10.1080/15226510902787310"," maize non-inoculated"
"1789","10.1007/s00572-009-0279-5","tomato plants"
"1790","10.1007/s00572-009-0279-5"," the consumed vegetable crop tomato"
"1791","10.1007/s00572-009-0279-5"," barley wheat"
"1792","10.1007/s00572-009-0279-5"," p. indica"
"1793","10.1007/s00572-009-0279-5"," barley wheat arabidopsis"
"1794","10.1007/s00572-009-0279-5"," tomato"
"1795","10.1007/s00572-009-0279-5"," wheat arabidopsis"
"1796","10.1007/s00572-009-0279-5"," verticillium dahliae"
"1797","10.1007/s00572-009-0279-5"," tomatoes"
"1798","10.1016/j.chemosphere.2009.08.050","alfalfa tall fescue arundinacea"
"1799","10.1016/j.chemosphere.2009.08.050"," medicago sativa"
"1800","10.1016/j.chemosphere.2009.08.050"," festuca arundinacea"
"1801","10.1016/j.chemosphere.2009.08.050"," alfalfa sativa fescue"
"1802","10.1139/w09-031","maize"
"1803","10.1139/w09-031"," mycorrhizal maize"
"1804","10.1139/w09-031"," maize"
"1805","10.1016/j.biortech.2009.07.010","eucalyptus globulus"
"1806","10.1016/j.biortech.2009.07.010"," e. globulus"
"1807","10.1890/07-2080.1","grassland"
"1808","10.1890/07-2080.1"," dichanthelium lanuginosum"
"1809","10.1890/07-2080.1"," mimulus guttatus"
"1810","10.1890/07-2080.1"," agrostis scabra"
"1811","10.1016/j.chemosphere.2009.05.025","helianthus annuus"
"1812","10.1016/j.chemosphere.2009.05.025"," zea mays"
"1813","10.1016/j.chemosphere.2009.05.025"," corn mays sunflower"
"1814","10.1016/j.chemosphere.2009.05.025"," corn"
"1815","10.1016/j.chemosphere.2009.05.025"," corn sunflower annuus"
"1816","10.1016/j.chemosphere.2009.05.025"," corn plants"
"1817","10.1016/j.scitotenv.2009.05.021","e. globulus"
"1818","10.1016/j.scitotenv.2009.05.021"," eucalyptus globulus"
"1819","10.1016/j.scitotenv.2009.05.021"," eucalyptus"
"1820","10.1007/s00248-009-9544-6","lactuca sativa"
"1821","10.1007/s00248-009-9544-6"," lettuce plants"
"1822","10.1007/s00248-009-9544-6"," p. mendocina"
"1823","10.1093/treephys/tpp038","tinctorius coker couch roots roots"
"1824","10.1093/treephys/tpp038"," p. tinctorius"
"1825","10.1093/treephys/tpp038"," pisolithus tinctorius"
"1826","10.1093/treephys/tpp038"," nothofagus dombeyi"
"1827","10.1890/08-0419.1","hypericum perforatum"
"1828","10.1890/08-0419.1"," st. john"
"1829","10.1007/s00572-009-0241-6","west africa"
"1830","10.1007/s00572-009-0241-6"," dioscorea cayenensis"
"1831","10.1007/s00572-009-0241-6"," tuberous staple"
"1832","10.1007/s00572-009-0241-6"," dioscorea spp"
"1833","10.1007/s00572-009-0241-6"," rotundata"
"1834","10.1007/s00572-009-0241-6"," rotundata cayenensis d."
"1835","10.1007/s00572-009-0241-6"," sorghum bicolor"
"1836","10.1007/s00572-009-0241-6"," dioscorea rotundata"
"1837","10.1007/s00572-009-0241-6"," sorghum"
"1838","10.1007/s00572-009-0241-6"," dry forests"
"1839","10.1007/s00442-009-1312-2","plantago lanceolata"
"1840","10.1007/s00442-009-1312-2"," monocultures"
"1841","10.1007/s00442-009-1312-2"," p. lanceolata"
"1842","10.1007/s00442-009-1312-2"," allelochemicals"
"1843","10.1016/j.chemosphere.2009.02.008","jack beans"
"1844","10.1016/j.chemosphere.2009.02.008"," jack bean"
"1845","10.1016/j.chemosphere.2009.02.008"," canavalia ensiformis"
"1846","10.1016/j.chemosphere.2009.01.046","astragalus sinicus"
"1847","10.1016/j.chemosphere.2009.01.046"," astragalus"
"1848","10.1007/s00248-009-9489-9","spring wheat"
"1849","10.1007/s00248-009-9489-9"," p. fluorescens"
"1850","10.1007/s00248-009-9489-9"," wheat"
"1851","10.1007/s00442-009-1294-0","grass"
"1852","10.1007/s00442-009-1294-0"," phleum pratense"
"1853","10.1007/s00442-009-1294-0"," rhopalosiphum padi"
"1854","10.1016/j.envpol.2008.12.030","pine trees"
"1855","10.1016/j.envpol.2008.12.030"," scots pine"
"1856","10.1016/j.envpol.2008.12.030"," pine forests"
"1857","10.1016/j.envpol.2008.12.030"," pinus sylvestris"
"1858","10.1080/15226510802378483","salix caprea"
"1859","10.1080/15226510802378483"," willows colonized"
"1860","10.1080/15226510802378483"," the willows"
"1861","10.1080/15226510802378483"," willows salix x viminalis caprea"
"1862","10.1080/15226510802378483"," willows caprea"
"1863","10.1080/15226510802378483"," willows"
"1864","10.1007/s00572-009-0230-9","medicago truncatula"
"1865","10.1016/j.envpol.2008.12.022","medicago sativa"
"1866","10.1007/s00572-009-0228-3","uprooted plants"
"1867","10.1007/s00572-009-0228-3"," lactarius deliciosus"
"1868","10.1007/s00572-009-0228-3"," deliciosus l."
"1869","10.1007/s00572-009-0228-3"," pinus pinea"
"1870","10.1007/s00442-008-1192-x","hemiparasitic plants"
"1871","10.1007/s00442-008-1192-x"," grassland"
"1872","10.1007/s00442-008-1192-x"," plantago lanceolata"
"1873","10.1007/s00442-008-1192-x"," hemiparasitic plant"
"1874","10.1007/s00442-008-1192-x"," holcus lanatus"
"1875","10.1007/s00442-008-1192-x"," rhinanthus minor minor"
"1876","10.1890/07-1394.1","grassland"
"1877","10.1890/07-1394.1"," cedar creek"
"1878","10.1890/07-1394.1"," local grass"
"1879","10.1890/07-1394.1"," nitrophilic grass"
"1880","10.1890/07-1394.1"," grasslands long-term research"
"1881","10.1890/07-1394.1"," native grasslands"
"1882","10.1890/07-1394.1"," the grasses"
"1883","10.1890/07-1394.1"," grass"
"1884","10.1139/w08-081","corn"
"1885","10.1007/s00572-008-0203-4","the forests lowest"
"1886","10.1007/s00572-008-0203-4"," pastures"
"1887","10.1007/s00572-008-0203-4"," secondary forests 26-year-old pastures"
"1888","10.1007/s00572-008-0203-4"," secondary forests pastures"
"1889","10.1007/s00572-008-0203-4"," forests pastures"
"1890","10.1007/s00572-008-0203-4"," primary forests"
"1891","10.1016/s1001-0742(08)62121-x","rlc%"
"1892","10.1016/s1001-0742(08)62121-x"," solidago canadensis"
"1893","10.1016/s1001-0742(08)62121-x"," canadensis s."
"1894","10.1111/j.1574-6968.2008.01318.x","winter wheat cultivar"
"1895","10.1111/j.1574-6968.2008.01318.x"," triticum aestivum"
"1896","10.1016/j.ecoenv.2008.01.027",NA
"1897","10.1007/s00572-008-0178-1","oats sea"
"1898","10.1007/s00572-008-0178-1"," anastasia state"
"1899","10.1007/s00572-008-0178-1"," oat"
"1900","10.1007/s00572-008-0178-1"," oats sea planted"
"1901","10.1007/s00572-008-0178-1"," oats micropropagated"
"1902","10.1007/s00572-008-0178-1"," sea oats"
"1903","10.1007/s00572-008-0178-1"," dune restoration"
"1904","10.1007/s00572-008-0178-1"," st. george"
"1905","10.1007/s00572-008-0178-1"," uniola paniculata"
"1906","10.1007/s00572-008-0178-1"," oats sea micropropagated"
"1907","10.1007/s00572-008-0178-1"," pioneer"
"1908","10.1007/s00572-008-0178-1"," george island state"
"1909","10.1007/s00572-008-0178-1"," florida dunes"
"1910","10.1007/s00572-008-0178-1"," atlantic gulf coast"
"1911","10.1007/s00572-008-0178-1"," atlantic coast"
"1912","10.1016/j.chemosphere.2008.03.040","t. erecta"
"1913","10.1016/j.chemosphere.2008.03.040"," tagetes erecta"
"1914","10.1016/j.chemosphere.2008.03.040"," malabathricum m."
"1915","10.1016/j.chemosphere.2008.03.040"," p. calomelanos"
"1916","10.1016/j.chemosphere.2008.03.040"," pityrogramma calomelanos"
"1917","10.1016/j.chemosphere.2008.03.040"," melastoma malabathricum"
"1918","10.3852/mycologia.100.1.6","prairie"
"1919","10.1890/07-0823.1",NA
"1920","10.1016/j.scitotenv.2008.02.003","alfalfa"
"1921","10.1016/j.envpol.2008.01.003","medicago truncatula"
"1922","10.1055/s-2007-964963","artemisia ketone"
"1923","10.1055/s-2007-964963"," camphor"
"1924","10.1055/s-2007-964963"," artemisia"
"1925","10.1055/s-2007-964963"," artemisia annua"
"1926","10.1055/s-2007-964963"," asteraceae"
"1927","10.1016/j.biortech.2007.11.059","alfalfa"
"1928","10.1016/j.biortech.2007.11.059"," high-biomass"
"1929","10.1016/s1001-0742(07)60203-4","zea mays"
"1930","10.1016/s1001-0742(07)60203-4"," maize"
"1931","10.1016/j.jenvrad.2007.10.007","ryegrass"
"1932","10.1016/j.jenvrad.2007.10.007"," medic plants"
"1933","10.1016/j.jenvrad.2007.10.007"," ryegrass"
"1934","10.1016/j.envpol.2007.10.023","white clover"
"1935","10.1016/j.envpol.2007.10.023"," repens"
"1936","10.1016/j.envpol.2007.10.023"," ryegrass l."
"1937","10.1016/j.envpol.2007.10.023"," trifolium repens"
"1938","10.1016/j.envpol.2007.10.023"," lolium perenne"
"1939","10.1016/j.envpol.2007.10.023"," clover"
"1940","10.1111/j.1365-2672.2007.03296.x","atlantica c."
"1941","10.1111/j.1365-2672.2007.03296.x"," atlantica"
"1942","10.1111/j.1365-2672.2007.03296.x"," maize"
"1943","10.1111/j.1365-2672.2007.03296.x"," cupressus"
"1944","10.1111/j.1365-2672.2007.03296.x"," atlantica trees"
"1945","10.1016/j.wasman.2007.05.008","spanish olive"
"1946","10.1016/j.wasman.2007.05.008"," medicago sativa"
"1947","10.1016/j.envpol.2007.04.005","alfalfa depletion"
"1948","10.1016/j.envpol.2007.04.005"," alfalfa"
"1949","10.1016/j.envpol.2007.04.002","prairie"
"1950","10.1016/j.envpol.2007.04.002"," sorghastrum nutans"
"1951","10.1016/j.envpol.2007.04.002"," a metalliferous serpentine grassland"
"1952","10.1016/j.envpol.2007.04.002"," tallgrass prairie"
"1953","10.1016/j.envpol.2007.04.002"," serpentine prairie"
"1954","10.1016/j.jenvrad.2007.04.001","radish ryegrass"
"1955","10.1016/j.jenvrad.2007.04.001"," radish"
"1956","10.1016/j.jenvrad.2007.04.001"," ryegrass"
"1957","10.1016/j.jenvrad.2007.04.001"," maize lettuce radish"
"1958","10.1016/j.jenvrad.2007.04.001"," lettuce radish ryegrass"
"1959","10.1016/j.jenvrad.2007.04.001"," maize lettuce one"
"1960","10.1016/j.jenvrad.2007.04.001"," maize ryegrass"
"1961","10.1007/s10646-007-0149-x","amanita rubescens"
"1962","10.1007/s10646-007-0149-x"," p. putida"
"1963","10.1007/s10646-007-0149-x"," sinapizans h."
"1964","10.1007/s10646-007-0149-x"," rubescens a."
"1965","10.1007/s10646-007-0149-x"," pinus sylvestris"
"1966","10.2134/jeq2006.0260","p. laurifolia cv"
"1967","10.2134/jeq2006.0260"," p. tinctorius"
"1968","10.2134/jeq2006.0260"," coker couch"
"1969","10.2134/jeq2006.0260"," walker"
"1970","10.2134/jeq2006.0260"," pisolithus tinctorius"
"1971","10.2134/jeq2006.0260"," p. deltoides"
"1972","10.2134/jeq2006.0260"," poplar"
"1973","10.2134/jeq2006.0260"," x p. laurifolia laurifolia p. nigra nigra cv"
"1974","10.2134/jeq2006.0260"," hybrid poplar growing"
"1975","10.2134/jeq2006.0260"," p. nigra cv"
"1976","10.2134/jeq2006.0260"," hybrid poplar"
"1977","10.2134/jeq2006.0260"," fungus tinctorius pers coker couch biomass uptake"
"1978","10.1016/j.envpol.2007.03.015","nigrum grown s."
"1979","10.1016/j.envpol.2007.03.015"," nigrum s."
"1980","10.1016/j.envpol.2007.03.015"," solanum nigrum"
"1981","10.1016/j.chemosphere.2007.02.068","sinicus a."
"1982","10.1016/j.chemosphere.2007.02.068"," astragalus sinicus"
"1983","10.3923/pjbs.2007.1491.1495","allium cepa cv"
"1984","10.3923/pjbs.2007.1491.1495"," onion cv"
"1985","10.3923/pjbs.2007.1491.1495"," onion allium cepa cepa l. cv"
"1986","10.1007/s00248-007-9239-9","acacia nilotica"
"1987",NA,"sativus c."
"1988",NA," cucumis sativus"
"1989",NA," cucumber"
"1990","10.1055/s-2006-955946","p. croceum"
"1991","10.1055/s-2006-955946"," norway spruce"
"1992","10.1055/s-2006-955946"," libert] stalpers planted"
"1993","10.1055/s-2006-955946"," abies l. karst"
"1994",NA,"bungeana s."
"1995",NA," bungeana growth"
"1996",NA," plateau stipa bungeana grassland"
"1997",NA," tibet plateau"
"1998",NA," bungeana"
"1999","10.1007/s00248-006-9078-0","drought-sensitive"
"2000","10.1007/s00248-006-9078-0"," retama plants"
"2001","10.1007/s00248-006-9078-0"," drought-adapted bacterium"
"2002","10.1007/s00248-006-9078-0"," drought-adapted legume"
"2003","10.1007/s00248-006-9078-0"," retama g. intraradices-colonized"
"2004","10.1007/s00248-006-9078-0"," retama sphaerocarpa"
"2005","10.1016/j.envpol.2006.08.005","elsholtzia splendens"
"2006","10.1016/j.scitotenv.2006.07.008","sudanese shrubby"
"2007","10.1016/j.scitotenv.2006.07.008"," sorghum plants"
"2008","10.1016/j.scitotenv.2006.07.008"," macrotermes"
"2009","10.1016/j.envpol.2006.06.029","nigrum grown s."
"2010","10.1016/j.envpol.2006.06.029"," accumulation nigrum s."
"2011","10.1016/j.envpol.2006.06.029"," solanum nigrum"
"2012","10.1016/j.envpol.2006.06.029"," nigrum amf s. inoculated"
"2013","10.1016/j.chemosphere.2006.07.007","lettuce"
"2014","10.1016/j.jhazmat.2006.05.012","cucurbita"
"2015","10.1016/j.jhazmat.2006.05.012"," zucchini"
"2016","10.1016/j.jhazmat.2006.05.012"," costata romanesco"
"2017","10.1016/j.jhazmat.2006.05.012"," pepo cv"
"2018","10.1016/j.jhazmat.2006.05.012"," pepo"
"2019","10.2134/jeq2005.0271","subspecies pepo"
"2020","10.2134/jeq2005.0271"," cucurbita"
"2021","10.2134/jeq2005.0271"," subspecies ovifera"
"2022","10.2134/jeq2005.0271"," cucurbita pepo"
"2023","10.2134/jeq2005.0271"," cucurbita subspecies"
"2024","10.2134/jeq2005.0271"," pepo"
"2025","10.1128/aem.63.11.4408-4412.1997",NA
"2026","10.1007/s10653-005-9020-2","zea mays"
"2027","10.1007/s10653-005-9020-2"," maize l."
"2028","10.1016/j.chemosphere.2006.01.034","upland rice nm"
"2029","10.1016/j.chemosphere.2006.01.034"," rice amf"
"2030","10.1016/j.chemosphere.2006.01.034"," upland rice"
"2031","10.1111/j.1365-2672.2005.02804.x",NA
"2032","10.1055/s-2005-872972","p. citricola"
"2033","10.1055/s-2005-872972"," beech"
"2034","10.1055/s-2005-872972"," pathogen phytophthora citricola"
"2035","10.1007/s00572-005-0022-9","p. oaxacana"
"2036","10.1007/s00572-005-0022-9"," forest"
